,trialid,sentnum,ianum,ia,lang,uniform_id,skip,firstfix_dur,firstrun_dur,dur,firstrun_nfix,nfix,refix,reread
504,3.0,5.0,84.0,in,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,3.0,5.0,85.0,"fact,",en,en_83,0.0,233.0,233.0,233.0,1.0,1.0,0.0,0.0
506,3.0,5.0,86.0,it,en,en_83,0.0,178.0,178.0,178.0,1.0,1.0,0.0,0.0
507,3.0,5.0,87.0,is,en,en_83,0.0,177.0,177.0,177.0,1.0,1.0,0.0,0.0
508,3.0,5.0,88.0,as,en,en_83,0.0,230.0,230.0,230.0,1.0,1.0,0.0,0.0
509,3.0,5.0,89.0,old,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,3.0,5.0,90.0,as,en,en_83,0.0,191.0,191.0,346.0,1.0,2.0,0.0,1.0
511,3.0,5.0,91.0,sport,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,3.0,5.0,92.0,itself.,en,en_83,0.0,146.0,146.0,275.0,1.0,2.0,0.0,1.0
513,3.0,6.0,93.0,From,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,3.0,6.0,94.0,the,en,en_83,0.0,128.0,128.0,128.0,1.0,1.0,0.0,0.0
515,3.0,6.0,95.0,use,en,en_83,0.0,128.0,128.0,128.0,1.0,1.0,0.0,0.0
516,3.0,6.0,96.0,of,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,3.0,6.0,97.0,substances,en,en_83,0.0,107.0,366.0,366.0,2.0,2.0,1.0,0.0
518,3.0,6.0,98.0,in,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,3.0,6.0,99.0,ancient,en,en_83,0.0,229.0,229.0,229.0,1.0,1.0,0.0,0.0
520,3.0,6.0,100.0,chariot,en,en_83,0.0,256.0,256.0,256.0,1.0,1.0,0.0,0.0
521,3.0,6.0,101.0,races,en,en_83,0.0,278.0,278.0,278.0,1.0,1.0,0.0,0.0
522,3.0,6.0,102.0,to,en,en_83,0.0,131.0,131.0,131.0,1.0,1.0,0.0,0.0
523,3.0,6.0,103.0,more,en,en_83,0.0,165.0,165.0,165.0,1.0,1.0,0.0,0.0
524,3.0,6.0,104.0,recent,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,3.0,6.0,105.0,controversies,en,en_83,0.0,154.0,154.0,154.0,1.0,1.0,0.0,0.0
526,3.0,6.0,106.0,in,en,en_83,0.0,220.0,220.0,220.0,1.0,1.0,0.0,0.0
527,3.0,6.0,107.0,baseball,en,en_83,0.0,197.0,197.0,197.0,1.0,1.0,0.0,0.0
528,3.0,6.0,108.0,and,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,3.0,6.0,109.0,"cycling,",en,en_83,0.0,261.0,542.0,542.0,2.0,2.0,1.0,0.0
530,3.0,6.0,110.0,popular,en,en_83,0.0,192.0,192.0,192.0,1.0,1.0,0.0,0.0
531,3.0,6.0,111.0,views,en,en_83,0.0,152.0,152.0,152.0,1.0,1.0,0.0,0.0
532,3.0,6.0,112.0,among,en,en_83,0.0,102.0,102.0,102.0,1.0,1.0,0.0,0.0
533,3.0,6.0,113.0,athletes,en,en_83,0.0,179.0,179.0,179.0,1.0,1.0,0.0,0.0
534,3.0,6.0,114.0,have,en,en_83,0.0,117.0,117.0,117.0,1.0,1.0,0.0,0.0
535,3.0,6.0,115.0,varied,en,en_83,0.0,155.0,155.0,155.0,1.0,1.0,0.0,0.0
536,3.0,6.0,116.0,widely,en,en_83,0.0,167.0,167.0,167.0,1.0,1.0,0.0,0.0
537,3.0,6.0,117.0,over,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,3.0,6.0,118.0,the,en,en_83,0.0,252.0,252.0,252.0,1.0,1.0,0.0,0.0
539,3.0,6.0,119.0,years.,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,3.0,7.0,120.0,In,en,en_83,0.0,164.0,164.0,164.0,1.0,1.0,0.0,0.0
541,3.0,7.0,121.0,recent,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,3.0,7.0,122.0,"decades,",en,en_83,0.0,170.0,170.0,170.0,1.0,1.0,0.0,0.0
543,3.0,7.0,123.0,authorities,en,en_83,0.0,164.0,164.0,164.0,1.0,1.0,0.0,0.0
544,3.0,7.0,124.0,and,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,3.0,7.0,125.0,sporting,en,en_83,0.0,143.0,143.0,143.0,1.0,1.0,0.0,0.0
546,3.0,7.0,126.0,organizations,en,en_83,0.0,120.0,120.0,120.0,1.0,1.0,0.0,0.0
547,3.0,7.0,127.0,have,en,en_83,0.0,114.0,114.0,114.0,1.0,1.0,0.0,0.0
548,3.0,7.0,128.0,tried,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,3.0,7.0,129.0,to,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,3.0,7.0,130.0,strictly,en,en_83,0.0,133.0,133.0,133.0,1.0,1.0,0.0,0.0
551,3.0,7.0,131.0,regulate,en,en_83,0.0,105.0,105.0,301.0,1.0,2.0,0.0,1.0
552,4.0,1.0,1.0,The,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,4.0,1.0,2.0,thylacine,en,en_83,0.0,185.0,1538.0,1538.0,6.0,6.0,1.0,0.0
554,4.0,1.0,3.0,was,en,en_83,0.0,93.0,93.0,93.0,1.0,1.0,0.0,0.0
555,4.0,1.0,4.0,the,en,en_83,0.0,223.0,223.0,223.0,1.0,1.0,0.0,0.0
556,4.0,1.0,5.0,largest,en,en_83,0.0,190.0,190.0,190.0,1.0,1.0,0.0,0.0
557,4.0,1.0,6.0,known,en,en_83,0.0,173.0,173.0,173.0,1.0,1.0,0.0,0.0
558,4.0,1.0,7.0,carnivorous,en,en_83,0.0,234.0,234.0,234.0,1.0,1.0,0.0,0.0
559,4.0,1.0,8.0,marsupial,en,en_83,0.0,202.0,202.0,202.0,1.0,1.0,0.0,0.0
560,4.0,1.0,9.0,of,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,4.0,1.0,10.0,modern,en,en_83,0.0,176.0,176.0,176.0,1.0,1.0,0.0,0.0
562,4.0,1.0,11.0,times.,en,en_83,0.0,191.0,191.0,191.0,1.0,1.0,0.0,0.0
563,4.0,2.0,12.0,It,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,4.0,2.0,13.0,is,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,4.0,2.0,14.0,commonly,en,en_83,0.0,183.0,183.0,183.0,1.0,1.0,0.0,0.0
566,4.0,2.0,15.0,known,en,en_83,0.0,147.0,147.0,147.0,1.0,1.0,0.0,0.0
567,4.0,2.0,16.0,as,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,4.0,2.0,17.0,the,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,4.0,2.0,18.0,Tasmanian,en,en_83,0.0,167.0,288.0,288.0,2.0,2.0,1.0,0.0
570,4.0,2.0,19.0,tiger,en,en_83,0.0,388.0,388.0,388.0,1.0,1.0,0.0,0.0
571,4.0,2.0,20.0,because,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,4.0,2.0,21.0,of,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,4.0,2.0,22.0,its,en,en_83,0.0,165.0,165.0,165.0,1.0,1.0,0.0,0.0
574,4.0,2.0,23.0,striped,en,en_83,0.0,325.0,325.0,325.0,1.0,1.0,0.0,0.0
575,4.0,2.0,24.0,lower,en,en_83,0.0,162.0,162.0,162.0,1.0,1.0,0.0,0.0
576,4.0,2.0,25.0,"back,",en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,4.0,2.0,26.0,or,en,en_83,0.0,142.0,142.0,142.0,1.0,1.0,0.0,0.0
578,4.0,2.0,27.0,the,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,4.0,2.0,28.0,Tasmanian,en,en_83,0.0,218.0,218.0,218.0,1.0,1.0,0.0,0.0
580,4.0,2.0,29.0,wolf,en,en_83,0.0,169.0,169.0,169.0,1.0,1.0,0.0,0.0
581,4.0,2.0,30.0,because,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,4.0,2.0,31.0,of,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,4.0,2.0,32.0,its,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,4.0,2.0,33.0,canine-,en,en_83,0.0,220.0,220.0,220.0,1.0,1.0,0.0,0.0
585,4.0,2.0,34.0,like,en,en_83,0.0,177.0,177.0,177.0,1.0,1.0,0.0,0.0
586,4.0,2.0,35.0,"appearance,",en,en_83,0.0,224.0,224.0,224.0,1.0,1.0,0.0,0.0
587,4.0,2.0,36.0,traits,en,en_83,0.0,172.0,172.0,172.0,1.0,1.0,0.0,0.0
588,4.0,2.0,37.0,and,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,4.0,2.0,38.0,attributes.,en,en_83,0.0,110.0,333.0,333.0,2.0,2.0,1.0,0.0
590,4.0,3.0,39.0,Native,en,en_83,0.0,169.0,169.0,559.0,1.0,3.0,1.0,1.0
591,4.0,3.0,40.0,to,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,4.0,3.0,41.0,continental,en,en_83,0.0,173.0,173.0,724.0,1.0,3.0,0.0,1.0
593,4.0,3.0,42.0,"Australia,",en,en_83,0.0,262.0,262.0,708.0,1.0,3.0,1.0,1.0
594,4.0,3.0,43.0,"Tasmania,",en,en_83,0.0,223.0,223.0,223.0,1.0,1.0,0.0,0.0
595,4.0,3.0,44.0,and,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,4.0,3.0,45.0,New,en,en_83,0.0,151.0,151.0,151.0,1.0,1.0,0.0,0.0
597,4.0,3.0,46.0,"Guinea,",en,en_83,0.0,162.0,162.0,162.0,1.0,1.0,0.0,0.0
598,4.0,3.0,47.0,it,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,4.0,3.0,48.0,is,en,en_83,0.0,150.0,150.0,150.0,1.0,1.0,0.0,0.0
600,4.0,3.0,49.0,believed,en,en_83,0.0,163.0,163.0,163.0,1.0,1.0,0.0,0.0
601,4.0,3.0,50.0,to,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,4.0,3.0,51.0,have,en,en_83,0.0,161.0,161.0,161.0,1.0,1.0,0.0,0.0
603,4.0,3.0,52.0,become,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,4.0,3.0,53.0,extinct,en,en_83,0.0,136.0,392.0,392.0,2.0,2.0,1.0,0.0
605,4.0,3.0,54.0,in,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,4.0,3.0,55.0,the,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,4.0,3.0,56.0,twentieth,en,en_83,0.0,236.0,433.0,433.0,2.0,2.0,1.0,0.0
608,4.0,3.0,57.0,century.,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,4.0,4.0,58.0,The,en,en_83,0.0,201.0,201.0,201.0,1.0,1.0,0.0,0.0
610,4.0,4.0,59.0,thylacine,en,en_83,0.0,212.0,212.0,212.0,1.0,1.0,0.0,0.0
611,4.0,4.0,60.0,was,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,4.0,4.0,61.0,one,en,en_83,0.0,200.0,200.0,200.0,1.0,1.0,0.0,0.0
613,4.0,4.0,62.0,of,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,4.0,4.0,63.0,only,en,en_83,0.0,148.0,148.0,148.0,1.0,1.0,0.0,0.0
615,4.0,4.0,64.0,two,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,4.0,4.0,65.0,marsupials,en,en_83,0.0,195.0,195.0,195.0,1.0,1.0,0.0,0.0
617,4.0,4.0,66.0,to,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,4.0,4.0,67.0,have,en,en_83,0.0,150.0,150.0,150.0,1.0,1.0,0.0,0.0
619,4.0,4.0,68.0,a,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,4.0,4.0,69.0,pouch,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,4.0,4.0,70.0,in,en,en_83,0.0,228.0,228.0,450.0,1.0,2.0,0.0,1.0
622,4.0,4.0,71.0,both,en,en_83,0.0,274.0,274.0,274.0,1.0,1.0,0.0,0.0
623,4.0,4.0,72.0,sexes.,en,en_83,0.0,186.0,186.0,387.0,1.0,2.0,0.0,1.0
624,4.0,5.0,73.0,The,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,4.0,5.0,74.0,male,en,en_83,0.0,185.0,185.0,185.0,1.0,1.0,0.0,0.0
626,4.0,5.0,75.0,had,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,4.0,5.0,76.0,a,en,en_83,0.0,164.0,164.0,164.0,1.0,1.0,0.0,0.0
628,4.0,5.0,77.0,pouch,en,en_83,0.0,216.0,216.0,216.0,1.0,1.0,0.0,0.0
629,4.0,5.0,78.0,that,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,4.0,5.0,79.0,protected,en,en_83,0.0,105.0,105.0,308.0,1.0,2.0,0.0,1.0
631,4.0,5.0,80.0,the,en,en_83,0.0,192.0,192.0,192.0,1.0,1.0,0.0,0.0
632,4.0,5.0,81.0,external,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,4.0,5.0,82.0,reproductive,en,en_83,0.0,221.0,392.0,392.0,2.0,2.0,1.0,0.0
634,4.0,5.0,83.0,organs,en,en_83,0.0,128.0,128.0,264.0,1.0,2.0,0.0,1.0
635,4.0,5.0,84.0,while,en,en_83,0.0,240.0,240.0,240.0,1.0,1.0,0.0,0.0
636,4.0,5.0,85.0,running,en,en_83,0.0,213.0,213.0,291.0,1.0,2.0,0.0,1.0
637,4.0,5.0,86.0,through,en,en_83,0.0,140.0,140.0,140.0,1.0,1.0,0.0,0.0
638,4.0,5.0,87.0,thick,en,en_83,0.0,288.0,288.0,288.0,1.0,1.0,0.0,0.0
639,4.0,5.0,88.0,brush.,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,4.0,6.0,89.0,The,en,en_83,0.0,154.0,154.0,154.0,1.0,1.0,0.0,0.0
641,4.0,6.0,90.0,thylacine,en,en_83,0.0,115.0,115.0,115.0,1.0,1.0,0.0,0.0
642,4.0,6.0,91.0,has,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,4.0,6.0,92.0,been,en,en_83,0.0,121.0,121.0,121.0,1.0,1.0,0.0,0.0
644,4.0,6.0,93.0,described,en,en_83,0.0,293.0,293.0,293.0,1.0,1.0,0.0,0.0
645,4.0,6.0,94.0,as,en,en_83,0.0,106.0,106.0,106.0,1.0,1.0,0.0,0.0
646,4.0,6.0,95.0,a,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,4.0,6.0,96.0,formidable,en,en_83,0.0,223.0,521.0,521.0,2.0,2.0,1.0,0.0
648,4.0,6.0,97.0,predator,en,en_83,0.0,243.0,243.0,243.0,1.0,1.0,0.0,0.0
649,4.0,6.0,98.0,because,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,4.0,6.0,99.0,of,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,4.0,6.0,100.0,its,en,en_83,0.0,208.0,208.0,208.0,1.0,1.0,0.0,0.0
652,4.0,6.0,101.0,ability,en,en_83,0.0,149.0,149.0,149.0,1.0,1.0,0.0,0.0
653,4.0,6.0,102.0,to,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,4.0,6.0,103.0,survive,en,en_83,0.0,161.0,161.0,161.0,1.0,1.0,0.0,0.0
655,4.0,6.0,104.0,and,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,4.0,6.0,105.0,hunt,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,4.0,6.0,106.0,prey,en,en_83,0.0,197.0,197.0,197.0,1.0,1.0,0.0,0.0
658,4.0,6.0,107.0,in,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,4.0,6.0,108.0,extremely,en,en_83,0.0,199.0,199.0,199.0,1.0,1.0,0.0,0.0
660,4.0,6.0,109.0,sparsely,en,en_83,0.0,141.0,141.0,141.0,1.0,1.0,0.0,0.0
661,4.0,6.0,110.0,populated,en,en_83,0.0,207.0,207.0,207.0,1.0,1.0,0.0,0.0
662,4.0,6.0,111.0,areas.,en,en_83,0.0,100.0,100.0,252.0,1.0,2.0,0.0,1.0
663,4.0,7.0,112.0,The,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,4.0,7.0,113.0,thylacine,en,en_83,0.0,186.0,186.0,186.0,1.0,1.0,0.0,0.0
665,4.0,7.0,114.0,had,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,4.0,7.0,115.0,become,en,en_83,0.0,165.0,165.0,165.0,1.0,1.0,0.0,0.0
667,4.0,7.0,116.0,extremely,en,en_83,0.0,161.0,161.0,161.0,1.0,1.0,0.0,0.0
668,4.0,7.0,117.0,rare,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,4.0,7.0,118.0,or,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,4.0,7.0,119.0,extinct,en,en_83,0.0,169.0,169.0,169.0,1.0,1.0,0.0,0.0
671,4.0,7.0,120.0,on,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,4.0,7.0,121.0,the,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,4.0,7.0,122.0,Australian,en,en_83,0.0,216.0,216.0,216.0,1.0,1.0,0.0,0.0
674,4.0,7.0,123.0,mainland,en,en_83,0.0,151.0,151.0,151.0,1.0,1.0,0.0,0.0
675,4.0,7.0,124.0,before,en,en_83,0.0,137.0,137.0,137.0,1.0,1.0,0.0,0.0
676,4.0,7.0,125.0,British,en,en_83,0.0,172.0,172.0,257.0,1.0,2.0,0.0,1.0
677,4.0,7.0,126.0,settlement,en,en_83,0.0,184.0,184.0,184.0,1.0,1.0,0.0,0.0
678,4.0,7.0,127.0,of,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,4.0,7.0,128.0,the,en,en_83,0.0,113.0,113.0,113.0,1.0,1.0,0.0,0.0
680,4.0,7.0,129.0,"continent,",en,en_83,0.0,185.0,185.0,185.0,1.0,1.0,0.0,0.0
681,4.0,7.0,130.0,but,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,4.0,7.0,131.0,it,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,4.0,7.0,132.0,survived,en,en_83,0.0,279.0,279.0,279.0,1.0,1.0,0.0,0.0
684,4.0,7.0,133.0,on,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,4.0,7.0,134.0,the,en,en_83,0.0,171.0,171.0,171.0,1.0,1.0,0.0,0.0
686,4.0,7.0,135.0,island,en,en_83,0.0,174.0,174.0,174.0,1.0,1.0,0.0,0.0
687,4.0,7.0,136.0,of,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,4.0,7.0,137.0,Tasmania.,en,en_83,0.0,221.0,221.0,221.0,1.0,1.0,0.0,0.0
689,4.0,8.0,138.0,Intensive,en,en_83,0.0,168.0,168.0,168.0,1.0,1.0,0.0,0.0
690,4.0,8.0,139.0,hunting,en,en_83,0.0,275.0,275.0,275.0,1.0,1.0,0.0,0.0
691,4.0,8.0,140.0,encouraged,en,en_83,0.0,178.0,178.0,178.0,1.0,1.0,0.0,0.0
692,4.0,8.0,141.0,by,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,4.0,8.0,142.0,bounties,en,en_83,0.0,175.0,175.0,175.0,1.0,1.0,0.0,0.0
694,4.0,8.0,143.0,is,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,4.0,8.0,144.0,generally,en,en_83,0.0,118.0,312.0,312.0,2.0,2.0,1.0,0.0
696,4.0,8.0,145.0,blamed,en,en_83,0.0,185.0,185.0,185.0,1.0,1.0,0.0,0.0
697,4.0,8.0,146.0,for,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,4.0,8.0,147.0,its,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,4.0,8.0,148.0,"extinction,",en,en_83,0.0,560.0,700.0,700.0,2.0,2.0,1.0,0.0
700,4.0,8.0,149.0,but,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,4.0,8.0,150.0,other,en,en_83,0.0,192.0,192.0,192.0,1.0,1.0,0.0,0.0
702,4.0,8.0,151.0,contributing,en,en_83,0.0,216.0,216.0,216.0,1.0,1.0,0.0,0.0
703,4.0,8.0,152.0,factors,en,en_83,0.0,197.0,197.0,197.0,1.0,1.0,0.0,0.0
704,4.0,8.0,153.0,may,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,4.0,8.0,154.0,have,en,en_83,0.0,129.0,129.0,129.0,1.0,1.0,0.0,0.0
706,4.0,8.0,155.0,included,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,4.0,8.0,156.0,"disease,",en,en_83,0.0,136.0,136.0,136.0,1.0,1.0,0.0,0.0
708,4.0,8.0,157.0,the,en,en_83,0.0,134.0,134.0,134.0,1.0,1.0,0.0,0.0
709,4.0,8.0,158.0,introduction,en,en_83,0.0,151.0,459.0,459.0,3.0,3.0,1.0,0.0
710,4.0,8.0,159.0,of,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,4.0,8.0,160.0,"dogs,",en,en_83,0.0,242.0,242.0,242.0,1.0,1.0,0.0,0.0
712,4.0,8.0,161.0,and,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,4.0,8.0,162.0,human,en,en_83,0.0,168.0,168.0,168.0,1.0,1.0,0.0,0.0
714,4.0,8.0,163.0,encroachment,en,en_83,0.0,158.0,158.0,158.0,1.0,1.0,0.0,0.0
715,4.0,8.0,164.0,into,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716,4.0,8.0,165.0,its,en,en_83,0.0,141.0,141.0,141.0,1.0,1.0,0.0,0.0
717,4.0,8.0,166.0,habitat.,en,en_83,0.0,149.0,149.0,149.0,1.0,1.0,0.0,0.0
718,4.0,9.0,167.0,Despite,en,en_83,0.0,170.0,170.0,170.0,1.0,1.0,0.0,0.0
719,4.0,9.0,168.0,its,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,4.0,9.0,169.0,official,en,en_83,0.0,230.0,230.0,230.0,1.0,1.0,0.0,0.0
721,4.0,9.0,170.0,classification,en,en_83,0.0,189.0,333.0,333.0,2.0,2.0,1.0,0.0
722,4.0,9.0,171.0,as,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723,4.0,9.0,172.0,"extinct,",en,en_83,0.0,129.0,129.0,129.0,1.0,1.0,0.0,0.0
724,4.0,9.0,173.0,sightings,en,en_83,0.0,135.0,135.0,135.0,1.0,1.0,0.0,0.0
725,4.0,9.0,174.0,are,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,4.0,9.0,175.0,still,en,en_83,0.0,116.0,116.0,260.0,1.0,2.0,0.0,1.0
727,4.0,9.0,176.0,"reported,",en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,4.0,9.0,177.0,though,en,en_83,0.0,127.0,127.0,127.0,1.0,1.0,0.0,0.0
729,4.0,9.0,178.0,none,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,4.0,9.0,179.0,have,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,4.0,9.0,180.0,been,en,en_83,0.0,120.0,120.0,120.0,1.0,1.0,0.0,0.0
732,4.0,9.0,181.0,conclusively,en,en_83,0.0,134.0,134.0,134.0,1.0,1.0,0.0,0.0
733,4.0,9.0,182.0,proven.,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,5.0,1.0,1.0,World,en,en_83,0.0,34.0,34.0,164.0,1.0,2.0,0.0,1.0
735,5.0,1.0,2.0,Environment,en,en_83,0.0,150.0,150.0,427.0,1.0,2.0,0.0,1.0
736,5.0,1.0,3.0,Day,en,en_83,0.0,209.0,209.0,209.0,1.0,1.0,0.0,0.0
737,5.0,1.0,4.0,(WED),en,en_83,0.0,349.0,349.0,349.0,1.0,1.0,0.0,0.0
738,5.0,1.0,5.0,is,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,5.0,1.0,6.0,celebrated,en,en_83,0.0,159.0,159.0,159.0,1.0,1.0,0.0,0.0
740,5.0,1.0,7.0,on,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,5.0,1.0,8.0,the,en,en_83,0.0,169.0,169.0,169.0,1.0,1.0,0.0,0.0
742,5.0,1.0,9.0,fifth,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,5.0,1.0,10.0,of,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,5.0,1.0,11.0,June,en,en_83,0.0,307.0,307.0,307.0,1.0,1.0,0.0,0.0
745,5.0,1.0,12.0,every,en,en_83,0.0,154.0,154.0,154.0,1.0,1.0,0.0,0.0
746,5.0,1.0,13.0,year,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,5.0,1.0,14.0,and,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,5.0,1.0,15.0,is,en,en_83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,5.0,1.0,16.0,the,en,en_83,0.0,174.0,174.0,446.0,1.0,2.0,0.0,1.0
750,5.0,1.0,17.0,United,en,en_83,0.0,142.0,142.0,415.0,1.0,3.0,0.0,1.0
751,5.0,1.0,18.0,Nation's,en,en_83,0.0,164.0,164.0,471.0,1.0,3.0,0.0,1.0
752,5.0,1.0,19.0,principal,en,en_83,0.0,199.0,199.0,520.0,1.0,3.0,0.0,1.0
753,5.0,1.0,20.0,vehicle,en,en_83,0.0,211.0,373.0,373.0,2.0,2.0,0.0,0.0
754,5.0,1.0,21.0,for,en,en_83,0.0,115.0,115.0,115.0,1.0,1.0,0.0,0.0
755,5.0,1.0,22.0,encouraging,en,en_83,0.0,232.0,232.0,232.0,1.0,1.0,0.0,0.0
756,5.0,1.0,23.0,awareness,en,en_83,0.0,153.0,153.0,153.0,1.0,1.0,0.0,0.0
